"Sector","Major Head ","Cat","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"REES","MH 3051","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","Karnataka","3.06","3.00","2.96","2.82","2.94","2.92","3.15","3.22","3.93","53.04","32.29","21.17"
"REES","MH 3051","B","G","Kerala","6.88","6.80","5.96","6.06","6.77","7.41","7.97","9.70","11.79","62.57","47.96","28.42"
"REES","MH 3051","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","Maharastra","8.84","3.76","0.71","15.63","5.99","3.62","2.91","7.40","8.18","8.18","50.80","46.99"
"REES","MH 3051","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","Orissa","0.51","0.50","0.65","0.67","0.69","0.72","2.79","0.80","0.63","0.84","0.93","0.99"
"REES","MH 3051","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3051","B","G","West Bengal","1.73","1.69","1.66","1.55","1.66","1.25","1.29","1.29","1.17","1.05","1.54","1.48"
"REES","MH 3052","A","U","A Union Govt","179.84","212.86","236.63","231.77","226.23","196.44","232.98","282.49","410.14","449.22","441.62","466.74"
"REES","MH 3052","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Tamil Nadu","1.20","1.00","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3052","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","A","U","A Union Govt","178.78","181.79","228.45","242.52","262.87","362.10","421.39","483.25","1192.66","741.86","1126.70","1333.44"
"REES","MH 3053","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Andhra Pradesh","0.19","11.49","0.60","1.04","0.40","0.62","4.16","3.74","1.23","16.28","7.61","20.89"
"REES","MH 3053","B","S","Arunachal Pradesh","0.42","0.60","0.60","0.95","0.94","0.97","1.09","1.14","1.15","1.32","1.15","1.43"
"REES","MH 3053","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Bihar","1.60","1.14","1.54","2.24","2.40","0.99","1.29","1.30","2.21","1.91","1.77","1.81"
"REES","MH 3053","B","G","Chattisgarh","0.00","0.00","0.15","0.00","0.17","0.00","0.18","0.07","0.03","0.00","0.00","0.00"
"REES","MH 3053","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Goa","0.00","0.00","0.00","0.00","0.07","0.26","0.34","0.06","0.06","0.23","0.21","0.20"
"REES","MH 3053","B","G","Gujarat","0.12","0.08","0.00","0.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Haryana","0.90","0.92","0.93","0.97","1.03","1.02","1.05","1.10","1.04","1.46","1.39","1.50"
"REES","MH 3053","B","S","Himachal Pradesh","0.16","0.20","0.18","0.12","0.17","0.30","0.28","0.46","0.49","0.32","1.54","0.31"
"REES","MH 3053","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Jharkhand","0.00","0.20","0.12","0.42","1.17","1.26","2.81","61.18","15.09","100.14","0.21","11.10"
"REES","MH 3053","B","G","Karnataka","1.03","0.40","0.37","0.51","0.65","0.70","1.10","0.69","0.76","0.69","1.41","1.17"
"REES","MH 3053","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Madhya Pradesh","0.33","0.20","0.18","0.00","17.52","0.03","0.01","0.25","0.45","0.87","0.24","0.79"
"REES","MH 3053","B","G","Maharastra","1.37","0.87","0.83","40.64","0.89","3.96","49.72","39.87","45.16","92.22","209.76","72.61"
"REES","MH 3053","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","S","Mizoram","0.79","1.49","1.26","1.11","1.23","1.71","3.98","2.68","3.40","2.81","1.84","2.27"
"REES","MH 3053","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.99","5.00","8.69","11.40"
"REES","MH 3053","B","G","Orissa","1.96","1.39","1.68","1.29","1.77","1.25","0.91","0.82","0.75","0.95","1.10","1.20"
"REES","MH 3053","B","G","Punjab","5.62","5.89","7.14","8.29","3.96","8.21","12.43","5.10","9.54","15.43","13.35","18.67"
"REES","MH 3053","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Tamil Nadu","0.09","0.10","-0.02","0.09","0.11","0.04","0.06","0.09","0.08","0.07","0.08","0.07"
"REES","MH 3053","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3053","B","G","Uttar Pradesh","1.11","0.89","0.81","1.02","1.50","1.12","1.01","0.91","0.96","1.08","1.19","1.52"
"REES","MH 3053","B","S","Uttarakhand","0.00","0.00","0.18","8.47","1.44","2.37","3.33","3.12","4.00","4.27","4.23","5.43"
"REES","MH 3053","B","G","West Bengal","0.31","0.45","0.37","0.41","0.52","0.32","0.49","0.34","0.33","0.34","0.54","0.56"
"REES","MH 3054","A","U","A Union Govt","2378.84","7339.37","6878.31","6708.92","6750.17","6574.50","10980.44","16125.64","16770.14","18688.12","23200.75","38208.16"
"REES","MH 3054","B","UT","A UT Puducherry","10.13","16.70","14.54","18.28","22.20","26.17","45.39","43.63","30.39","37.29","24.71","35.20"
"REES","MH 3054","B","G","Andhra Pradesh","473.73","431.53","474.49","483.80","452.26","460.07","659.94","1020.65","1365.83","1662.76","1103.13","901.11"
"REES","MH 3054","B","S","Arunachal Pradesh","22.36","29.89","27.22","23.67","49.85","33.32","40.42","42.50","95.99","168.65","165.05","235.75"
"REES","MH 3054","B","S","Assam","164.33","180.04","175.41","192.34","213.35","270.82","301.88","332.57","444.08","386.16","490.69","690.00"
"REES","MH 3054","B","G","Bihar","261.48","215.74","126.03","191.59","202.04","223.28","283.07","411.47","403.68","491.17","689.42","632.44"
"REES","MH 3054","B","G","Chattisgarh","0.00","45.69","130.93","181.40","171.87","161.62","161.47","230.45","347.30","344.98","462.53","300.08"
"REES","MH 3054","B","UT","D NCT Delhi","153.61","150.61","136.12","151.65","158.21","185.06","197.53","209.96","261.53","459.59","778.25","574.37"
"REES","MH 3054","B","G","Goa","21.24","22.86","21.84","28.38","34.07","38.20","69.29","75.22","95.27","92.79","117.24","126.17"
"REES","MH 3054","B","G","Gujarat","540.86","551.74","433.53","513.64","583.81","644.44","734.58","940.55","1191.51","1589.92","2286.72","2584.50"
"REES","MH 3054","B","G","Haryana","135.89","117.97","142.16","89.92","124.56","227.93","244.57","455.01","420.85","449.18","522.80","430.43"
"REES","MH 3054","B","S","Himachal Pradesh","178.61","196.65","250.93","288.58","334.58","350.67","359.26","455.71","610.00","658.76","856.82","1022.62"
"REES","MH 3054","B","S","Jammu and Kashmir","18.20","27.98","31.73","32.56","36.05","39.15","36.21","50.47","50.25","47.03","46.52","138.58"
"REES","MH 3054","B","G","Jharkhand","0.00","20.95","94.55","60.13","57.81","80.58","108.36","107.37","101.81","204.03","121.35","167.29"
"REES","MH 3054","B","G","Karnataka","306.12","350.99","363.99","326.39","277.42","497.26","651.88","1285.41","1088.43","1262.31","914.64","1024.24"
"REES","MH 3054","B","G","Kerala","245.38","246.14","233.10","448.05","434.48","539.82","781.56","603.95","723.87","1048.58","955.23","668.93"
"REES","MH 3054","B","G","Madhya Pradesh","309.44","293.31","245.08","224.00","170.76","140.45","298.09","437.89","608.62","607.85","554.05","629.97"
"REES","MH 3054","B","G","Maharastra","15.61","40.71","71.89","940.25","255.00","211.39","490.89","635.45","2191.26","2560.60","2938.70","3264.86"
"REES","MH 3054","B","S","Manipur","26.23","18.04","29.40","41.72","41.99","30.57","44.33","99.95","66.99","68.94","83.64","100.40"
"REES","MH 3054","B","S","Meghalaya","31.86","36.06","36.14","38.43","40.22","50.06","52.54","76.55","79.38","74.79","97.81","85.16"
"REES","MH 3054","B","S","Mizoram","24.71","29.42","32.95","30.02","34.04","34.73","34.25","43.14","49.99","49.39","57.17","53.61"
"REES","MH 3054","B","S","Nagaland","16.67","15.64","2.20","9.81","4.81","4.65","57.69","56.31","68.99","88.26","80.24","81.51"
"REES","MH 3054","B","G","Orissa","138.17","142.12","130.18","140.34","125.87","138.54","197.87","558.46","749.70","884.79","940.88","1044.34"
"REES","MH 3054","B","G","Punjab","137.95","111.17","107.15","145.92","66.47","153.62","68.57","304.83","143.03","126.30","243.86","256.83"
"REES","MH 3054","B","G","Rajasthan","153.85","179.93","191.48","256.45","208.49","269.44","496.16","678.90","646.19","863.94","883.97","809.81"
"REES","MH 3054","B","S","Sikkim","13.51","13.44","15.34","22.56","19.59","23.16","23.89","32.76","36.80","48.26","52.80","54.51"
"REES","MH 3054","B","G","Tamil Nadu","323.68","262.55","263.11","366.20","449.24","636.90","617.56","856.27","873.77","911.68","963.78","597.79"
"REES","MH 3054","B","S","Tripura","14.37","26.64","26.04","28.38","26.45","17.15","58.19","73.85","79.41","117.35","111.83","90.95"
"REES","MH 3054","B","G","Uttar Pradesh","434.74","527.45","536.52","674.74","676.59","486.22","731.09","1294.61","1355.34","1388.42","1456.56","1654.53"
"REES","MH 3054","B","S","Uttarakhand","0.00","19.95","43.13","41.07","37.71","46.66","67.36","145.22","163.91","156.86","156.13","101.29"
"REES","MH 3054","B","G","West Bengal","270.41","349.79","259.87","191.93","316.51","468.97","312.42","439.09","430.23","480.30","547.35","463.16"
"REES","MH 3055","A","U","A Union Govt","64.76","69.93","72.55","99.33","111.53","121.95","123.32","150.36","163.30","252.59","177.57","240.43"
"REES","MH 3055","B","UT","A UT Puducherry","0.15","0.16","0.15","0.14","0.41","0.18","0.19","0.24","0.26","0.40","5.57","8.36"
"REES","MH 3055","B","G","Andhra Pradesh","0.00","0.00","100.00","100.00","100.00","101.70","368.50","100.00","150.00","160.00","100.00","90.00"
"REES","MH 3055","B","S","Arunachal Pradesh","15.95","16.35","17.61","18.39","30.97","24.29","28.79","38.32","41.32","44.19","56.96","54.65"
"REES","MH 3055","B","S","Assam","0.76","0.58","0.71","0.65","1.33","2.64","3.16","9.42","10.05","12.92","14.90","35.58"
"REES","MH 3055","B","G","Bihar","4.84","0.00","0.00","0.06","0.00","0.16","0.40","1.14","1.15","0.00","-1.50","-0.17"
"REES","MH 3055","B","G","Chattisgarh","0.00","0.13","0.30","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3055","B","UT","D NCT Delhi","0.00","0.00","0.08","0.50","0.00","0.00","132.75","41.87","22.00","19.00","20.00","65.45"
"REES","MH 3055","B","G","Goa","4.36","6.16","7.66","10.24","11.65","15.23","12.47","15.73","12.59","17.18","26.69","32.71"
"REES","MH 3055","B","G","Gujarat","50.84","55.22","157.83","144.63","181.38","312.64","358.21","357.68","363.53","362.97","505.67","503.05"
"REES","MH 3055","B","G","Haryana","434.75","459.35","474.98","501.61","557.70","611.48","669.75","699.63","732.19","826.53","957.34","1074.05"
"REES","MH 3055","B","S","Himachal Pradesh","28.05","27.87","51.93","71.30","28.46","48.95","51.93","55.78","48.83","55.92","58.48","95.27"
"REES","MH 3055","B","S","Jammu and Kashmir","0.00","8.35","19.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3055","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","140.07","23.88"
"REES","MH 3055","B","G","Karnataka","35.38","48.09","144.64","64.43","28.74","115.03","98.46","272.77","230.24","143.33","157.22","315.90"
"REES","MH 3055","B","G","Kerala","1.36","13.58","1.29","1.40","0.00","0.36","0.00","0.85","1.45","24.37","15.00","15.00"
"REES","MH 3055","B","G","Madhya Pradesh","1.20","1.20","1.08","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3055","B","G","Maharastra","3.89","0.07","0.03","0.13","0.12","0.07","0.08","0.00","0.10","0.03","0.03","0.03"
"REES","MH 3055","B","S","Manipur","0.26","0.05","0.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3055","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3055","B","S","Mizoram","9.22","10.72","10.39","11.20","12.05","13.44","12.32","12.21","14.26","16.83","18.01","21.70"
"REES","MH 3055","B","S","Nagaland","13.82","14.77","14.80","15.76","18.78","15.06","18.41","19.73","22.69","24.26","28.72","35.89"
"REES","MH 3055","B","G","Orissa","1.60","1.60","1.60","1.60","1.60","1.60","1.60","1.60","1.60","6.60","1.60","1.60"
"REES","MH 3055","B","G","Punjab","314.53","330.38","290.53","327.78","287.96","281.38","269.78","241.67","211.07","184.68","202.66","233.41"
"REES","MH 3055","B","G","Rajasthan","0.00","0.00","0.00","0.00","64.99","9.31","10.62","9.78","12.26","11.92","37.84","49.83"
"REES","MH 3055","B","S","Sikkim","20.38","19.47","22.49","22.15","22.09","28.58","18.83","17.24","18.40","20.33","33.43","28.25"
"REES","MH 3055","B","G","Tamil Nadu","0.02","0.00","0.00","0.01","0.00","0.01","0.04","1.80","0.02","1.38","2.80","22.81"
"REES","MH 3055","B","S","Tripura","0.57","0.38","0.27","0.33","0.12","0.21","0.14","0.20","0.23","0.38","11.40","14.89"
"REES","MH 3055","B","G","Uttar Pradesh","26.13","24.60","27.32","28.72","31.13","30.07","32.43","39.55","47.32","49.87","62.48","86.40"
"REES","MH 3055","B","S","Uttarakhand","0.00","0.59","2.42","3.17","3.72","4.22","4.76","15.05","17.46","10.59","11.48","13.08"
"REES","MH 3055","B","G","West Bengal","166.22","206.38","271.81","217.64","259.70","326.31","379.16","399.64","406.71","348.30","429.38","538.73"
"REES","MH 3056","A","U","A Union Govt","36.72","39.13","482.13","83.07","93.20","81.76","151.49","361.65","106.82","93.20","151.22","178.71"
"REES","MH 3056","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Andhra Pradesh","1.45","1.47","1.45","1.07","1.35","1.39","1.24","1.45","1.81","1.76","1.78","2.79"
"REES","MH 3056","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","S","Assam","27.28","27.56","28.39","29.39","32.23","35.53","41.58","44.66","49.59","49.00","60.86","79.47"
"REES","MH 3056","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Goa","8.37","9.18","10.02","9.15","9.47","9.63","10.71","11.46","12.82","17.02","21.66","22.62"
"REES","MH 3056","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","S","Himachal Pradesh","0.01","0.01","0.01","0.02","0.02","0.02","0.83","0.39","0.04","0.02","0.03","0.04"
"REES","MH 3056","B","S","Jammu and Kashmir","0.00","1.71","1.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Karnataka","1.58","1.90","1.66","1.64","1.68","1.69","1.52","1.89","2.17","2.36","2.41","2.53"
"REES","MH 3056","B","G","Kerala","11.37","12.74","12.50","12.02","13.22","14.29","15.84","15.92","16.96","22.63","22.50","23.90"
"REES","MH 3056","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Maharastra","0.41","0.16","-0.01","0.60","0.35","0.50","10.76","13.97","8.79","4.92","2.44","2.23"
"REES","MH 3056","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","S","Mizoram","0.30","0.28","0.23","0.23","0.25","0.24","0.27","0.56","0.25","0.26","0.38","0.40"
"REES","MH 3056","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.15","0.00","0.00","0.00"
"REES","MH 3056","B","G","Orissa","1.38","1.26","1.24","1.37","1.37","1.40","1.77","1.56","1.64","2.68","3.23","2.99"
"REES","MH 3056","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Tamil Nadu","1.09","2.14","0.80","1.29","1.89","1.19","1.18","1.22","1.21","2.10","1.73","0.98"
"REES","MH 3056","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","Uttar Pradesh","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3056","B","G","West Bengal","0.17","0.14","0.17","0.11","0.06","0.13","0.17","0.06","0.21","0.07","0.19","0.06"
"REES","MH 3075","A","U","A Union Govt","707.29","834.94","918.46","1070.03","1352.91","979.04","1010.81","1544.64","2132.58","2384.30","2856.75","2695.23"
"REES","MH 3075","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","2.00","2.20","0.11","0.00","0.51","0.00","0.00"
"REES","MH 3075","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","G","Bihar","0.22","0.19","0.18","0.18","0.17","0.18","0.24","0.23","0.50","0.29","0.34","0.41"
"REES","MH 3075","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","UT","D NCT Delhi","0.85","0.06","0.04","4.25","63.73","26.11","6.13","52.92","9.25","9.78","3.55","6.76"
"REES","MH 3075","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","G","Jharkhand","0.00","0.00","250.00","0.00","50.00","121.17","62.61","124.85","158.34","29.67","73.70","0.00"
"REES","MH 3075","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","G","Kerala","0.66","0.55","1.20","0.85","1.15","1.28","2.32","0.39","16.26","4.34","2.36","3.75"
"REES","MH 3075","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 3075","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
